"Sorry, something went wrong during unsubscribe from newsletter. Please see log for details.","Ne pare rău, ceva a mers prost în timpul dezabonării de la newsletter. Vă rugăm să consultați log-ul pentru detalii."
"Newsletter unsubscribe from Newsman for %1 emails and unsubscribe in Magento","Dezabonare din newsletter de la Newsman pentru %1 e-mailuri și dezabonarea în Magento"
"Newsletter unsubscribe from Newsman for %1 emails and delete subscribers in Magento","Dezabonare din newsletter de la Newsman pentru %1 e-mailuri și ștergere de abonații în Magento"
"Unsubscribe emails from Newsman newsletter and unsubscribe in Magento chunk %1","Dezabonare e-mailurile de la newsletter-ul Newsman și dezabonare a fragmentului Magento %1"
"Unsubscribe emails from Newsman newsletter and delete subscriber chunk %1","Dezabonare e-mailurile de la newsletter-ul Newsman și stergere a fragmentul de abonat %1"
"Something went wrong while processing the request.","A apărut o eroare la procesarea solicitării."
"A total of %1 record(s) were updated.","Un total de %1 înregistrari au fost actualizate."
"Something went wrong during unsubscribe.","Ceva a mers prost la dezabonare."
"Message is added to queue","Mesajul este adăugat in coadă"
"Total of %1 record(s) were deleted.","Total de %1 înregistrari au fost șterse."
"Logging Mode","Mod pentru log"
"None","Nici unul"
"Errors","Erori"
"Info","Info"
"Warning","Avertizare"
"Debug","Depanați"
"Try to subscribe email %1","Încercare de abonare la e-mailul %1"
"Subscribed email %1","E-mail abonat %1"
"Try to unsubscribe email %1","Încercare de dezabonare e-mailul %1"
"Unsubscribed email %1","E-mail dezabonat %1"
"Executed Magento unsubscribe email %1","E-mailul de dezabonare Magento executat %1"
"Executed Magento delete subscriber with email %1","S-a executat Magento șterge abonatul cu e-mailul %1"
"Export Newsletter Subscribers","Export abonați la newsletter"
"Export","Export"
"The export of newsletter subscribers uses saved API list ID and segment ID configuration.<br />It exports the subscribers from all stores associated with current list ID.<br />Please save first the settings before exporting.","Exportul abonaților la newsletter utilizează ID-ul listei API salvate și configurația ID-ului segmentului.<br />Exportă abonații din toate magazinele asociate cu ID-ul listei curente.<br />Vă rugăm să salvați mai întâi setările înainte de a exporta."
"%1 newsletter subscribers from list ""%2"" are being exported to Newsman.","%1 abonați la newsletter din lista ""%2"" sunt exportați în Newsman."
"Bulk Actions Log","Log de acțiuni în bloc"
"Please visit","Vă rugăm să vizitați"
"to see the status of the export."pentru a vedea starea exportului."
"Export newsletter subscribers to list ""%1"", step %2.","Exportați abonații la newsletter în lista ""%1"", pasul %2."
"Export %1 newsletter subscribers to list ""%2""","Exportați %1 abonați la newsletter în lista ""%2"""
"Sorry, something went wrong during subscribers export. Please see log for details.","Ne pare rău, ceva a mers prost în timpul exportului abonaților. Vă rugăm să consultați log-ul pentru detalii."
"Newsman API is not configured correctly for the stores %1. Found %2 configured user IDs: %3. There should be only one user ID.","API-ul Newsman nu este configurat corect pentru magazinele %1. S-au găsit %2 ID-uri de utilizator configurate: %3. Ar trebui să existe un singur ID de utilizator."
"Try to export %1 subscribers to list %2","Încercați să exportați %1 abonați în lista %2"
"Exported %1 subscribers to list %2","S-au exportat %1 abonați în lista %2"
"%1 | Try to unsubscribe email %2","%1 | Încercați să vă dezabonați e-mailul %2"
"%1 | Unsubscribed email %2","%1 | E-mail dezabonat %2"
"List ID is empty.","ID-ul listei este gol."
"No Store IDs found for List ID %1.","Nu s-au găsit ID-uri de magazin pentru ID-ul de listă %1."
"Too many user IDs %1 in stores: %2.","Prea multe ID-uri de utilizator %1 în magazine: %2."
"Empty chunk size %1.","Mărimea bucății este zero %1."
"Empty step %1.","Pas gol %1."
"%1 | Exporting %2 subscribers to Newsman, step %3, chunk size %4","%1 | Se exportă %2 abonați la Newsman, pasul %3, dimensiunea fragmentului %4"
"%1 | Exported %2 subscribers to Newsman, step %3, chunk size %4","%1 | Exportați %2 abonați la Newsman, pasul %3, dimensiunea fragmentului %4"
"Exporting in cron newsletter subscribers to Newsman for list ID %1.","Se exportă în cron abonații la newsletter la Newsman pentru ID-ul listei %1."
"Exported in cron newsletter subscribers to Newsman for list ID %1.","Exportat în abonații newsletter cron către Newsman pentru ID-ul listei %1."
"Something went wrong. Please try again later.","Ceva a mers prost. Vă rugăm să încercați din nou mai târziu."
"Email not found in webhook data","E-mailul nu a fost găsit în datele webhook"
"Something went wrong unsubscribing email %1. Please try again later.","A apărut o eroare la dezabonarea e-mailului %1. Vă rugăm să încercați din nou mai târziu."
"Something went wrong subscribing email %1. Please try again later.","A apărut o eroare la abonarea e-mailului %1. Vă rugăm să încercați din nou mai târziu."
"Unknown webhook type %1","Tip webhook necunoscut %1"
"Subscriber not found for email %1","Abonatul nu a fost găsit pentru e-mailul %1"
"Processing webhook data for store %1","Se procesează datele webhook pentru magazinul %1"
"Newsletter","Newsletter"
"Send Subscribe/Unsubscribe Emails From Newsman","Trimiteți e-mailuri de abonare/dezabonare de la Newsman"
"Newsman sends the emails subscribe to newsletter confirmation and unsubscribe from newsletter.","Newsman trimite e-mailurile de confirmare a abonamentului la newsletter și dezabonarea de la newsletter."
"Try to init subscribe email %1","Încercați să inițiați e-mailul de abonare %1"
"Init subscribe successful for email %1","Inițierea abonamentului cu succes pentru e-mailul %1"
"Try to init unsubscribe email %1","Încercați să inițiați e-mailul de dezabonare %1"
"Init unsubscribed successful for email %1","Inițiere dezabonat cu succes pentru e-mailul %1"
"Created subscriber with email %1","Abonat creat cu e-mailul %1"
"Processing fetch data for store %1","Se procesează datele de preluare pentru magazinul %1"
"No store IDs found for retriever","Nu s-au găsit ID-uri de magazin pentru retriever"
"Export order %1","Exportați comanda %1"
"Exported order %1","Comandă exportată %1"
Export product %1, store ID %2","Exportați produsul %1, ID magazin %2"
"Exported product %1, store ID %2","Produs exportat %1, ID magazin %2"
"Export orders %1, %2, storeIds %3","Exportați comenzi %1, %2, storeIds %3"
"Exported orders %1, %2, store IDs %3: %4","Comenzile exportate %1, %2, ID-uri magazin %3: %4"
"Export products %1, %2, storeIDs %3","Exportați produsele %1, %2, storeIDs %3"
"Exported products %1, %2, storeIDs %3: %4","Produse exportate %1, %2, storeIDs %3: %4"
"Export customers %1, %2, store IDs","Exportați clienții %1, %2, ID-uri de magazin"
"Exported customers %1, %2, store IDs %3: %4","Clienți exportați %1, %2, ID-uri magazin %3: %4"
"Export subscribers %1, %2, store IDs %3","Exportați abonații %1, %2, ID-urile magazinului %3"
"Exported subscribers %1, %2, store IDs %3: %4","Abonați exportați %1, %2, ID-uri magazin %3: %4"
"Export count subscribers store IDs %1","Exportați numărul de abonați ID-urile magazinului %1"
"Exported count subscribers store IDs %1: %2","Numărul de abonați exportați ID-urile magazinului %1: %2"
"Add coupons: %1","Adăugați cupoane: %1"
"Added %1 coupons: %2","S-au adăugat %1 cupoane: %2"
"Discount","Reducere"
"NewsMAN generated coupon code","NewsMAN a generat un cod de cupon"
"Generated Coupon Code","Cod cupon generat"
"Something went wrong creating coupons","A apărut o eroare la crearea cupoanelor"
"Missing type param","Lipsește parametrul tip"
"Missing value param","Lipsește valoare parametrului"
"Too many requests for this subscriber. Can only send once per 10 minutes","Prea multe solicitări pentru acest abonat. Se poate trimite o solicitarea odată la fiecare 10 minute"
"Log Clean","Curățare log"
"Clean old log files older than X days.","Curățați fișierele log mai vechi de X zile."
"Deleted %1 log files","S-au șters %1 fișiere log"
"Export Orders After Date","Exportă comenzile după data"
"Export orders created after date set. Leave empty field to export all orders.","Exportați comenzile create după data setată. Lăsați câmpul gol pentru a exporta toate comenzile."
"Export","Export"
"Authorization Header Name","Nume Header autorizare"
"Authorization in HTTP header as name. Format alpanumeric separated by hyphen-minus. Please also set it in Newsman App > E-Commerce > Coupons > Authorisation Header name, Newsman App > E-Commerce > Feed > a feed > Header Authorization, etc,","Autorizare în Header HTTP ca nume. Format alfanumeric separat prin cratimă minus. Vă rugăm să o setați și în Aplicația Newsman > E-Commerce > Cupoane > Nume Header autorizare, Aplicația Newsman > E-Commerce > Feed-uri > un flux > Autorizare antet, etc."
"Authorization Header Key","Valoare Header autorizare"
"Authorization in HTTP header as value. Format alpanumeric separated by hyphen-minus. Please also set it in Newsman App > E-Commerce > Coupons > Authorisation Header value, Newsman App > E-Commerce > Feed > a feed > Header Authorization, etc.","Autorizare în Header HTTP ca valoare. Format alfanumeric separat prin cratimă minus. Vă rugăm să o setați și în aplicația Newsman > E-Commerce > Cupoane > Valoare Header autorizare, aplicația Newsman > E-Commerce > Feed-uri > un flux > Header autorizare, etc."
